Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
16/5/2026, 2:15:09 am,SIMULATOR,45.16,3.2,3.59,28.52,58,WARNING,WARNING,YES
16/5/2026, 2:15:10 am,SIMULATOR,45.01,3.23,3.46,28.56,56,WARNING,WARNING,YES
16/5/2026, 2:24:30 am,SIMULATOR,44.63,2.91,3.99,25.55,65,WARNING,WARNING,YES
16/5/2026, 2:24:31 am,SIMULATOR,44.69,2.96,3.85,25.6,65,WARNING,WARNING,YES
16/5/2026, 2:24:32 am,SIMULATOR,45,3.05,3.77,25.65,63,WARNING,WARNING,YES
16/5/2026, 2:24:33 am,SIMULATOR,44.98,3.17,3.77,25.7,59,WARNING,WARNING,YES
16/5/2026, 2:24:34 am,SIMULATOR,45.08,3.2,3.63,25.75,58,WARNING,WARNING,YES
16/5/2026, 2:24:35 am,SIMULATOR,45.03,3.22,3.57,25.8,57,WARNING,WARNING,YES
16/5/2026, 2:24:36 am,SIMULATOR,45.04,3.21,3.41,25.85,55,WARNING,WARNING,YES
16/5/2026, 2:24:37 am,SIMULATOR,44.93,3.11,3.28,25.9,55,WARNING,WARNING,YES
16/5/2026, 2:24:38 am,SIMULATOR,44.91,2.99,3.25,25.94,58,WARNING,WARNING,YES
16/5/2026, 2:24:39 am,SIMULATOR,44.72,2.92,3.14,25.99,54,WARNING,WARNING,YES
16/5/2026, 2:24:40 am,SIMULATOR,44.5,2.83,3.07,26.04,52,WARNING,WARNING,YES
16/5/2026, 2:24:41 am,SIMULATOR,44.12,2.82,3.06,26.09,52,WARNING,WARNING,YES
16/5/2026, 2:24:42 am,SIMULATOR,43.9,2.87,3.1,26.14,53,WARNING,WARNING,YES
16/5/2026, 2:24:43 am,SIMULATOR,43.41,2.94,3.02,26.19,51,WARNING,WARNING,YES
16/5/2026, 2:24:44 am,SIMULATOR,69.38,4.04,1.26,26.24,0,WARNING,WARNING,YES
16/5/2026, 2:24:45 am,SIMULATOR,71.23,4.27,1.21,26.29,0,WARNING,WARNING,YES
16/5/2026, 2:24:46 am,SIMULATOR,71.6,4.31,1.49,26.33,0,WARNING,WARNING,YES
16/5/2026, 2:24:47 am,SIMULATOR,72.35,4.04,1.44,26.38,0,WARNING,WARNING,YES
