Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
15-05-2026, 06:45:16 pm,HARDWARE,27.8,7.13,1.46,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:17 pm,HARDWARE,27.8,6.759,1.48,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:18 pm,HARDWARE,27.9,7.469,1.42,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:19 pm,HARDWARE,28.0,5.983,1.42,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:20 pm,HARDWARE,28.0,6.948,1.44,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:21 pm,HARDWARE,28.1,7.178,1.48,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:22 pm,HARDWARE,28.2,7.588,1.45,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:23 pm,HARDWARE,28.3,6.792,1.44,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:24 pm,HARDWARE,28.3,6.413,1.46,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:25 pm,HARDWARE,28.4,5.387,1.49,33.5,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:26 pm,HARDWARE,28.4,9.414,1.55,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:27 pm,HARDWARE,28.5,4.143,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:28 pm,HARDWARE,28.5,7.091,1.58,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:29 pm,HARDWARE,28.6,8.526,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:30 pm,HARDWARE,28.6,3.918,1.59,33.4,38,NORMAL,NORMAL,NO
15-05-2026, 06:45:31 pm,HARDWARE,28.7,7.933,1.58,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:32 pm,HARDWARE,28.7,8.558,1.57,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:33 pm,HARDWARE,28.8,5.805,1.57,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:34 pm,HARDWARE,28.9,7.408,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:35 pm,HARDWARE,28.8,5.02,1.61,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:36 pm,HARDWARE,28.9,8.971,1.65,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:37 pm,HARDWARE,28.9,6.036,1.64,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:38 pm,HARDWARE,29.0,6.957,1.64,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:39 pm,HARDWARE,29.0,7.301,1.63,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:40 pm,HARDWARE,29.1,7.423,1.66,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:41 pm,HARDWARE,29.1,4.834,1.66,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:42 pm,HARDWARE,29.1,5.743,1.7,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:43 pm,HARDWARE,29.1,5.729,1.7,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:44 pm,HARDWARE,29.3,5.087,1.7,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:45 pm,HARDWARE,29.3,5.614,1.65,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:46 pm,HARDWARE,29.4,5.124,1.66,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:47 pm,HARDWARE,29.4,6.754,1.64,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:48 pm,HARDWARE,29.5,4.22,1.62,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:49 pm,HARDWARE,29.4,5.744,1.67,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:50 pm,HARDWARE,29.5,6.804,1.63,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:51 pm,HARDWARE,29.5,8.046,1.63,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:52 pm,HARDWARE,29.5,8.964,1.66,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:53 pm,HARDWARE,29.5,7.097,1.68,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:54 pm,HARDWARE,29.6,5.9,1.66,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:55 pm,HARDWARE,29.6,3.748,1.64,33.4,44,NORMAL,NORMAL,NO
15-05-2026, 06:45:56 pm,HARDWARE,29.7,6.382,1.65,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:57 pm,HARDWARE,29.7,6.967,1.65,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:58 pm,HARDWARE,29.8,5.167,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:45:59 pm,HARDWARE,29.8,5.498,1.61,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:00 pm,HARDWARE,29.9,5.977,1.6,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:01 pm,HARDWARE,29.9,4.924,1.6,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:02 pm,HARDWARE,29.9,3.551,1.6,33.4,51,NORMAL,NORMAL,NO
15-05-2026, 06:46:03 pm,HARDWARE,29.9,5.44,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:04 pm,HARDWARE,29.8,7.388,1.59,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:05 pm,HARDWARE,29.8,7.724,1.57,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:06 pm,HARDWARE,29.9,7.282,1.62,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:07 pm,HARDWARE,29.9,4.993,1.59,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:08 pm,HARDWARE,29.9,7.792,1.61,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:09 pm,HARDWARE,30.0,5.411,1.6,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:10 pm,HARDWARE,30.1,6.094,1.56,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:11 pm,HARDWARE,30.1,6.942,1.6,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:12 pm,HARDWARE,30.2,7.374,1.55,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:13 pm,HARDWARE,30.2,6.109,1.54,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:14 pm,HARDWARE,30.1,6.425,1.54,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:15 pm,HARDWARE,30.2,7.119,1.53,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:16 pm,HARDWARE,30.2,5.194,1.55,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:17 pm,HARDWARE,30.2,6.832,1.55,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:18 pm,HARDWARE,30.2,5.601,1.54,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:19 pm,HARDWARE,30.3,4.235,1.55,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:20 pm,HARDWARE,30.4,4.33,1.48,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:21 pm,HARDWARE,30.4,4.811,1.5,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:22 pm,HARDWARE,30.4,8.099,1.52,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:23 pm,HARDWARE,30.4,5.666,1.51,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:24 pm,HARDWARE,30.5,6.406,1.48,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:25 pm,HARDWARE,30.5,5.676,1.53,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:26 pm,HARDWARE,30.5,5.51,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:27 pm,HARDWARE,30.5,7.493,1.51,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:28 pm,HARDWARE,30.5,9.703,1.55,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:29 pm,HARDWARE,30.6,6.623,1.6,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:30 pm,HARDWARE,30.6,5.293,1.6,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:31 pm,HARDWARE,30.6,8.086,1.58,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:32 pm,HARDWARE,30.7,2.992,1.58,33.3,70,NORMAL,NORMAL,NO
15-05-2026, 06:46:33 pm,HARDWARE,30.7,6.611,1.55,33.4,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:34 pm,HARDWARE,30.8,3.304,1.53,33.3,59,NORMAL,NORMAL,NO
15-05-2026, 06:46:35 pm,HARDWARE,30.8,6.813,1.53,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:36 pm,HARDWARE,30.8,6.439,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:37 pm,HARDWARE,30.8,5.258,1.44,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:38 pm,HARDWARE,30.8,6.164,1.43,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:39 pm,HARDWARE,30.9,7.814,1.45,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:40 pm,HARDWARE,31.0,6.611,1.46,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:41 pm,HARDWARE,31.0,6.949,1.43,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:42 pm,HARDWARE,31.0,3.489,1.4,33.3,53,NORMAL,NORMAL,NO
15-05-2026, 06:46:43 pm,HARDWARE,31.1,6.6,1.4,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:44 pm,HARDWARE,31.1,5.373,1.46,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:45 pm,HARDWARE,31.1,7.498,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:46 pm,HARDWARE,31.1,7.703,1.42,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:47 pm,HARDWARE,31.0,7.933,1.47,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:48 pm,HARDWARE,31.0,6.784,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:49 pm,HARDWARE,31.0,6.587,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:50 pm,HARDWARE,31.1,7.813,1.5,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:51 pm,HARDWARE,31.1,7.314,1.49,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:52 pm,HARDWARE,31.1,5.167,1.46,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:53 pm,HARDWARE,31.1,6.922,1.5,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:54 pm,HARDWARE,31.1,6.502,1.27,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:55 pm,HARDWARE,31.1,6.13,1.1,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:56 pm,HARDWARE,31.1,5.677,0.94,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:57 pm,HARDWARE,31.1,5.499,0.81,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:58 pm,HARDWARE,31.1,5.176,0.67,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:46:59 pm,HARDWARE,31.1,4.424,0.55,33.3,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:00 pm,HARDWARE,9.7,0.989,0.17,34.1,70,NORMAL,FAILURE,YES
15-05-2026, 06:47:01 pm,HARDWARE,17.4,1.849,0.3,34.1,70,NORMAL,NORMAL,NO
15-05-2026, 06:47:02 pm,HARDWARE,23.1,2.627,0.67,34.1,70,NORMAL,NORMAL,NO
15-05-2026, 06:47:03 pm,HARDWARE,27.0,3.29,0.83,34.1,60,NORMAL,NORMAL,NO
15-05-2026, 06:47:04 pm,HARDWARE,29.5,3.908,0.88,34.1,38,NORMAL,FAILURE,YES
15-05-2026, 06:47:05 pm,HARDWARE,29.6,7.354,0.92,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:06 pm,HARDWARE,29.7,7.952,0.9,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:07 pm,HARDWARE,29.7,6.556,0.88,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:08 pm,HARDWARE,29.7,7.868,0.89,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:09 pm,HARDWARE,29.8,4.723,0.87,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:10 pm,HARDWARE,29.8,8.36,0.88,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:11 pm,HARDWARE,29.9,4.924,0.86,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:12 pm,HARDWARE,30.0,3.721,0.86,34.1,45,NORMAL,NORMAL,NO
15-05-2026, 06:47:13 pm,HARDWARE,30.0,6.026,0.83,34.2,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:14 pm,HARDWARE,30.0,6.113,0.83,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:15 pm,HARDWARE,30.1,7.318,0.84,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:16 pm,HARDWARE,30.1,6.792,0.78,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:17 pm,HARDWARE,30.1,8.028,0.81,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:18 pm,HARDWARE,30.1,8.261,0.8,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:19 pm,HARDWARE,30.1,4.263,0.81,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:20 pm,HARDWARE,30.2,5.021,0.84,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:21 pm,HARDWARE,30.2,6.22,0.82,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:22 pm,HARDWARE,30.3,4.928,0.81,34.2,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:23 pm,HARDWARE,30.3,1.745,0.8,34.1,70,NORMAL,NORMAL,NO
15-05-2026, 06:47:24 pm,HARDWARE,30.4,4.568,0.8,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:25 pm,HARDWARE,30.4,6.049,0.77,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:26 pm,HARDWARE,30.4,6.697,0.75,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:27 pm,HARDWARE,30.4,10.208,0.78,34.1,35,WARNING,NORMAL,NO
15-05-2026, 06:47:28 pm,HARDWARE,30.5,7.18,0.78,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:29 pm,HARDWARE,30.5,4.805,0.82,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:30 pm,HARDWARE,30.5,7.152,0.83,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:31 pm,HARDWARE,30.6,5.086,0.81,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:32 pm,HARDWARE,30.6,4.252,0.83,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:33 pm,HARDWARE,30.6,4.81,0.84,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:34 pm,HARDWARE,30.7,6.673,0.82,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:35 pm,HARDWARE,30.7,11.716,0.86,34.1,35,WARNING,NORMAL,NO
15-05-2026, 06:47:36 pm,HARDWARE,30.8,10.668,0.83,34.1,35,WARNING,NORMAL,NO
15-05-2026, 06:47:37 pm,HARDWARE,30.8,0.974,0.86,34.1,70,NORMAL,NORMAL,NO
15-05-2026, 06:47:38 pm,HARDWARE,30.9,6.419,0.91,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:39 pm,HARDWARE,30.9,10.809,0.88,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:40 pm,HARDWARE,31.0,5.404,0.93,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:41 pm,HARDWARE,31.1,5.171,0.96,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:42 pm,HARDWARE,31.1,6.408,0.95,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:43 pm,HARDWARE,31.1,5.198,0.9,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:44 pm,HARDWARE,31.2,8.179,0.88,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:45 pm,HARDWARE,31.2,6.261,0.87,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:46 pm,HARDWARE,31.2,3.872,0.87,34.1,39,NORMAL,NORMAL,NO
15-05-2026, 06:47:47 pm,HARDWARE,31.2,7.009,0.89,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:48 pm,HARDWARE,31.2,6.54,0.89,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:49 pm,HARDWARE,31.3,3.599,0.91,34.1,49,NORMAL,NORMAL,NO
15-05-2026, 06:47:50 pm,HARDWARE,31.2,10.374,0.89,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:51 pm,HARDWARE,31.2,7.484,0.88,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:52 pm,HARDWARE,31.2,7.93,0.94,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:53 pm,HARDWARE,31.2,5.215,0.95,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:54 pm,HARDWARE,31.2,3.992,0.92,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:55 pm,HARDWARE,31.3,4.6,0.94,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:56 pm,HARDWARE,31.3,3.258,0.89,34.1,61,NORMAL,NORMAL,NO
15-05-2026, 06:47:57 pm,HARDWARE,31.3,5.069,0.86,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:47:58 pm,HARDWARE,33.0,5.866,0.88,34.1,35,NORMAL,FAILURE,YES
15-05-2026, 06:47:59 pm,HARDWARE,34.5,6.889,0.9,34.1,35,NORMAL,NORMAL,NO
15-05-2026, 06:48:00 pm,HARDWARE,36.1,7.136,0.89,34.1,35,NORMAL,FAILURE,YES
15-05-2026, 06:48:01 pm,HARDWARE,37.5,6.76,0.89,34.1,24,NORMAL,FAILURE,YES
15-05-2026, 06:48:02 pm,HARDWARE,38.8,6.591,0.91,34.1,15,NORMAL,WARNING,NO
15-05-2026, 06:48:03 pm,HARDWARE,40.1,6.718,1.01,34.1,6,NORMAL,WARNING,NO
15-05-2026, 06:48:04 pm,HARDWARE,41.2,6.846,0.99,34.1,0,NORMAL,WARNING,NO
15-05-2026, 06:48:05 pm,HARDWARE,42.2,6.888,0.98,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:06 pm,HARDWARE,43.2,7.595,0.97,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:07 pm,HARDWARE,44.3,7.073,1.03,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:08 pm,HARDWARE,45.2,7.851,0.93,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:09 pm,HARDWARE,46.0,8.446,0.87,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:10 pm,HARDWARE,46.7,7.668,0.92,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:11 pm,HARDWARE,47.4,7.833,0.84,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:12 pm,HARDWARE,47.9,8.803,0.86,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:13 pm,HARDWARE,48.6,9.603,0.88,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:14 pm,HARDWARE,49.3,10.294,0.94,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:15 pm,HARDWARE,49.8,10.715,0.98,34.1,0,WARNING,FAILURE,YES
15-05-2026, 06:48:16 pm,HARDWARE,50.4,11.873,1.0,34.1,0,WARNING,FAILURE,YES
15-05-2026, 06:48:17 pm,HARDWARE,50.9,12.319,1.14,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:18 pm,HARDWARE,51.3,12.764,1.14,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:19 pm,HARDWARE,50.8,10.163,1.16,34.1,0,WARNING,FAILURE,YES
15-05-2026, 06:48:20 pm,HARDWARE,50.3,12.345,1.16,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:21 pm,HARDWARE,49.7,13.234,1.18,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:22 pm,HARDWARE,49.3,14.164,1.19,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:23 pm,HARDWARE,48.7,15.035,1.19,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:24 pm,HARDWARE,48.3,13.79,1.2,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:25 pm,HARDWARE,47.8,16.303,1.15,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:26 pm,HARDWARE,47.4,15.165,1.18,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:27 pm,HARDWARE,47.0,14.497,1.16,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:28 pm,HARDWARE,46.6,13.658,1.17,34.1,0,FAILURE,FAILURE,YES
15-05-2026, 06:48:29 pm,HARDWARE,46.3,6.374,1.19,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:30 pm,HARDWARE,46.1,7.298,1.21,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:31 pm,HARDWARE,45.8,1.074,1.24,34.1,35,NORMAL,FAILURE,YES
15-05-2026, 06:48:32 pm,HARDWARE,45.6,6.234,1.25,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:33 pm,HARDWARE,45.3,6.344,1.21,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:34 pm,HARDWARE,45.1,5.477,1.25,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:35 pm,HARDWARE,44.9,5.022,1.31,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:36 pm,HARDWARE,44.7,5.505,1.29,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:37 pm,HARDWARE,44.4,5.595,1.28,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:38 pm,HARDWARE,44.2,11.367,1.25,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:39 pm,HARDWARE,44.1,9.021,1.29,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:40 pm,HARDWARE,43.8,5.542,1.34,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:41 pm,HARDWARE,43.5,4.049,1.36,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:42 pm,HARDWARE,43.4,3.069,1.37,34.1,33,NORMAL,FAILURE,YES
15-05-2026, 06:48:43 pm,HARDWARE,43.2,3.582,1.29,34.1,15,NORMAL,FAILURE,YES
15-05-2026, 06:48:44 pm,HARDWARE,43.0,6.79,1.3,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:45 pm,HARDWARE,42.7,4.78,1.27,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:46 pm,HARDWARE,42.6,6.606,1.27,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:47 pm,HARDWARE,42.4,4.389,1.3,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:48 pm,HARDWARE,42.2,5.406,1.27,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:49 pm,HARDWARE,42.1,4.656,1.23,34.1,0,NORMAL,FAILURE,YES
15-05-2026, 06:48:50 pm,HARDWARE,41.8,3.951,1.23,34.1,2,NORMAL,WARNING,NO
15-05-2026, 06:48:51 pm,HARDWARE,41.7,7.953,1.23,34.1,0,NORMAL,WARNING,NO
15-05-2026, 06:48:52 pm,HARDWARE,41.5,6.061,1.22,34.1,0,NORMAL,WARNING,NO
15-05-2026, 06:48:53 pm,HARDWARE,41.3,4.84,1.25,34.1,0,NORMAL,WARNING,NO
15-05-2026, 06:48:54 pm,HARDWARE,41.1,6.754,1.24,34.1,0,NORMAL,WARNING,NO
15-05-2026, 06:48:55 pm,HARDWARE,40.9,1.935,1.26,34.1,35,NORMAL,WARNING,NO
15-05-2026, 06:48:56 pm,HARDWARE,40.7,0.763,1.21,34.1,37,NORMAL,WARNING,NO
15-05-2026, 06:48:57 pm,HARDWARE,40.6,8.688,1.24,34.1,3,NORMAL,WARNING,NO
15-05-2026, 06:48:58 pm,HARDWARE,40.5,4.556,1.23,34.1,4,NORMAL,WARNING,NO
15-05-2026, 06:48:59 pm,HARDWARE,40.3,7.515,1.2,34.1,5,NORMAL,WARNING,NO
15-05-2026, 06:49:00 pm,HARDWARE,40.2,6.62,1.25,34.1,6,NORMAL,WARNING,NO
15-05-2026, 06:49:01 pm,HARDWARE,40.1,9.602,1.27,34.1,6,NORMAL,WARNING,NO
15-05-2026, 06:49:02 pm,HARDWARE,39.9,4.276,1.27,34.1,7,NORMAL,WARNING,NO
