Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
16-05-2026, 11:01:29 am,HARDWARE,30.6,4.902,2.13,34.0,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:30 am,HARDWARE,30.6,2.017,2.1,34.0,70,NORMAL,NORMAL,NO
16-05-2026, 11:01:31 am,HARDWARE,30.7,7.341,2.12,34.0,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:32 am,HARDWARE,30.7,7.375,2.16,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:33 am,HARDWARE,30.7,6.605,2.16,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:34 am,HARDWARE,30.8,8.445,2.14,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:35 am,HARDWARE,30.8,4.373,2.12,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:36 am,HARDWARE,30.7,7.844,2.15,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:37 am,HARDWARE,30.8,4.151,2.13,34.0,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:38 am,HARDWARE,30.8,6.188,2.13,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:39 am,HARDWARE,30.8,6.632,2.15,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:40 am,HARDWARE,30.8,3.746,2.16,33.9,44,NORMAL,NORMAL,NO
16-05-2026, 11:01:41 am,HARDWARE,30.8,4.071,2.15,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:42 am,HARDWARE,30.8,8.572,2.16,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:43 am,HARDWARE,30.8,4.561,2.14,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:44 am,HARDWARE,30.8,3.655,2.18,33.9,47,NORMAL,NORMAL,NO
16-05-2026, 11:01:45 am,HARDWARE,30.8,6.315,2.15,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:46 am,HARDWARE,30.8,5.788,2.19,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:47 am,HARDWARE,30.9,6.211,2.2,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:48 am,HARDWARE,30.9,0.77,2.21,33.9,70,NORMAL,NORMAL,NO
16-05-2026, 11:01:49 am,HARDWARE,30.9,6.293,2.2,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:50 am,HARDWARE,30.8,7.306,2.23,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:51 am,HARDWARE,30.7,4.309,2.21,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:52 am,HARDWARE,30.7,3.314,2.2,33.9,59,NORMAL,NORMAL,NO
16-05-2026, 11:01:53 am,HARDWARE,30.7,4.252,2.19,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:54 am,HARDWARE,30.7,6.168,2.22,33.9,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:55 am,HARDWARE,30.7,5.478,2.19,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:56 am,HARDWARE,30.6,6.731,2.22,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:57 am,HARDWARE,30.7,6.578,2.22,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:58 am,HARDWARE,30.7,6.676,2.17,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:01:59 am,HARDWARE,30.8,5.154,2.16,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:00 am,HARDWARE,30.8,7.242,2.18,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:01 am,HARDWARE,30.8,7.676,2.24,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:02 am,HARDWARE,30.9,4.025,2.26,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:03 am,HARDWARE,30.8,4.861,2.31,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:04 am,HARDWARE,30.8,4.036,2.27,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:05 am,HARDWARE,30.8,4.707,2.29,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:06 am,HARDWARE,30.8,7.192,2.35,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:07 am,HARDWARE,30.8,3.818,2.3,33.8,41,NORMAL,NORMAL,NO
16-05-2026, 11:02:08 am,HARDWARE,30.9,7.429,2.31,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:09 am,HARDWARE,30.9,5.377,2.25,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:10 am,HARDWARE,30.9,6.169,2.25,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:11 am,HARDWARE,30.8,6.948,2.23,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:12 am,HARDWARE,30.9,6.133,2.18,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:13 am,HARDWARE,30.9,6.387,2.19,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:14 am,HARDWARE,30.9,9.651,2.21,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:15 am,HARDWARE,30.9,6.423,2.23,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:16 am,HARDWARE,31.0,6.274,2.21,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:17 am,HARDWARE,31.0,8.694,2.19,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:18 am,HARDWARE,31.0,5.685,2.15,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:19 am,HARDWARE,31.0,5.123,2.13,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:20 am,HARDWARE,31.0,4.913,2.11,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:21 am,HARDWARE,31.1,5.326,2.16,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:22 am,HARDWARE,31.1,4.993,2.23,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:23 am,HARDWARE,31.0,0.131,2.24,33.8,70,NORMAL,NORMAL,NO
16-05-2026, 11:02:24 am,HARDWARE,31.0,7.693,2.25,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:25 am,HARDWARE,31.0,0.476,2.27,33.8,70,NORMAL,NORMAL,NO
16-05-2026, 11:02:26 am,HARDWARE,31.1,3.053,2.21,33.7,68,NORMAL,NORMAL,NO
16-05-2026, 11:02:27 am,HARDWARE,31.1,4.549,2.23,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:28 am,HARDWARE,31.2,8.801,2.23,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:29 am,HARDWARE,31.1,4.934,2.2,33.8,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:30 am,HARDWARE,31.1,4.092,2.24,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:31 am,HARDWARE,31.1,5.564,2.22,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:32 am,HARDWARE,31.2,5.769,2.2,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:33 am,HARDWARE,31.2,3.225,2.2,33.7,62,NORMAL,NORMAL,NO
16-05-2026, 11:02:34 am,HARDWARE,31.2,4.708,2.28,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:35 am,HARDWARE,31.2,3.575,2.36,33.7,50,NORMAL,NORMAL,NO
16-05-2026, 11:02:36 am,HARDWARE,31.2,7.887,2.37,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:37 am,HARDWARE,31.2,5.206,2.33,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:38 am,HARDWARE,31.2,6.959,2.32,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:39 am,HARDWARE,31.2,3.693,2.3,33.7,46,NORMAL,NORMAL,NO
16-05-2026, 11:02:40 am,HARDWARE,31.2,3.619,2.31,33.7,48,NORMAL,NORMAL,NO
16-05-2026, 11:02:41 am,HARDWARE,31.2,7.322,2.28,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:42 am,HARDWARE,31.3,6.997,2.25,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:43 am,HARDWARE,31.4,3.69,2.27,33.7,46,NORMAL,NORMAL,NO
16-05-2026, 11:02:44 am,HARDWARE,31.4,8.148,2.27,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:45 am,HARDWARE,31.4,6.329,2.32,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:46 am,HARDWARE,31.5,5.015,2.33,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:47 am,HARDWARE,31.5,4.757,2.36,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:48 am,HARDWARE,31.5,5.01,2.39,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:49 am,HARDWARE,31.5,5.305,2.37,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:50 am,HARDWARE,31.6,6.956,2.33,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:51 am,HARDWARE,31.6,3.485,2.3,33.6,53,NORMAL,NORMAL,NO
16-05-2026, 11:02:52 am,HARDWARE,31.6,7.366,2.3,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:53 am,HARDWARE,31.6,6.033,2.29,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:54 am,HARDWARE,31.7,7.342,2.26,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:55 am,HARDWARE,31.7,6.259,2.29,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:56 am,HARDWARE,31.6,7.663,2.28,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:57 am,HARDWARE,31.6,10.338,2.23,33.6,35,WARNING,NORMAL,NO
16-05-2026, 11:02:58 am,HARDWARE,31.6,6.402,2.25,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:02:59 am,HARDWARE,31.6,3.52,2.29,33.6,52,NORMAL,NORMAL,NO
16-05-2026, 11:03:00 am,HARDWARE,31.6,5.304,2.28,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:01 am,HARDWARE,31.6,6.182,2.3,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:02 am,HARDWARE,31.6,8.698,2.32,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:03 am,HARDWARE,31.7,10.709,2.31,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:04 am,HARDWARE,31.6,6.763,2.34,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:05 am,HARDWARE,31.6,7.06,2.33,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:06 am,HARDWARE,31.6,6.885,2.33,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:07 am,HARDWARE,31.6,2.857,2.32,33.6,70,NORMAL,NORMAL,NO
16-05-2026, 11:03:08 am,HARDWARE,31.6,6.63,2.27,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:09 am,HARDWARE,31.5,5.009,2.28,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:10 am,HARDWARE,31.5,4.425,2.24,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:11 am,HARDWARE,31.5,4.072,2.24,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:12 am,HARDWARE,31.5,6.752,2.2,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:13 am,HARDWARE,31.5,2.843,2.18,33.6,70,NORMAL,NORMAL,NO
16-05-2026, 11:03:14 am,HARDWARE,31.5,4.169,2.16,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:15 am,HARDWARE,31.4,6.317,2.13,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:16 am,HARDWARE,31.4,4.898,2.15,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:17 am,HARDWARE,31.3,6.632,2.19,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:18 am,HARDWARE,31.3,4.4,2.17,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:19 am,HARDWARE,31.3,7.499,2.14,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:20 am,HARDWARE,31.4,6.152,2.14,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:21 am,HARDWARE,31.3,5.836,2.16,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:22 am,HARDWARE,31.3,7.549,2.14,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:23 am,HARDWARE,31.3,2.508,2.16,33.7,70,NORMAL,NORMAL,NO
16-05-2026, 11:03:24 am,HARDWARE,31.3,3.723,2.15,33.7,45,NORMAL,NORMAL,NO
16-05-2026, 11:03:25 am,HARDWARE,31.4,5.777,2.18,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:26 am,HARDWARE,31.5,5.571,2.19,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:27 am,HARDWARE,31.5,8.171,2.16,33.6,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:28 am,HARDWARE,31.6,7.595,2.1,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:29 am,HARDWARE,31.6,5.516,2.14,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:30 am,HARDWARE,31.5,5.863,2.12,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:31 am,HARDWARE,31.5,3.194,2.11,33.7,63,NORMAL,NORMAL,NO
16-05-2026, 11:03:32 am,HARDWARE,31.6,9.545,2.15,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:33 am,HARDWARE,31.6,5.713,2.13,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:34 am,HARDWARE,31.6,5.05,2.14,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:35 am,HARDWARE,31.6,6.394,2.12,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:36 am,HARDWARE,31.6,7.104,2.11,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:37 am,HARDWARE,31.7,8.913,2.1,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:38 am,HARDWARE,31.7,5.95,2.16,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:39 am,HARDWARE,31.6,6.995,2.12,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:40 am,HARDWARE,31.5,5.819,2.12,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:41 am,HARDWARE,31.5,7.736,2.06,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:42 am,HARDWARE,31.4,4.546,2.05,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:43 am,HARDWARE,31.4,4.435,2.01,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:44 am,HARDWARE,31.5,4.191,1.94,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:45 am,HARDWARE,31.4,8.474,1.95,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:46 am,HARDWARE,31.4,9.617,1.94,33.7,35,WARNING,NORMAL,NO
16-05-2026, 11:03:47 am,HARDWARE,31.4,5.84,1.98,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:48 am,HARDWARE,31.4,7.934,1.97,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:49 am,HARDWARE,31.4,7.824,1.99,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:50 am,HARDWARE,31.4,5.087,2.0,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:51 am,HARDWARE,31.4,10.131,2.03,33.7,35,WARNING,NORMAL,NO
16-05-2026, 11:03:52 am,HARDWARE,31.4,5.181,2.07,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:53 am,HARDWARE,31.4,5.958,2.06,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:54 am,HARDWARE,31.4,5.48,2.1,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:55 am,HARDWARE,31.4,5.173,2.09,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:56 am,HARDWARE,31.4,8.733,2.09,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:57 am,HARDWARE,31.4,6.156,2.09,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:03:58 am,HARDWARE,31.5,3.643,2.09,33.7,48,NORMAL,NORMAL,NO
16-05-2026, 11:03:59 am,HARDWARE,31.5,8.061,2.04,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:00 am,HARDWARE,31.5,7.511,1.73,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:01 am,HARDWARE,31.4,6.921,1.48,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:02 am,HARDWARE,31.4,6.494,1.26,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:03 am,HARDWARE,31.4,5.966,1.06,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:04 am,HARDWARE,31.4,5.411,0.91,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:05 am,HARDWARE,31.4,5.239,0.75,33.7,35,NORMAL,NORMAL,NO
16-05-2026, 11:04:06 am,HARDWARE,31.4,4.516,0.65,33.7,35,NORMAL,NORMAL,NO
